"Pos.","N°","Nombre","Puntos","LIGA","Clase","CLUB","MOTO","Mejor Tm","En Vuelta","Dif. resp. 1°","Dif. resp. anterior","Total T°","Vueltas","Comentario"
"1","712","Luz estella Lara Bohórquez","15","Cesar","Femenina B","VIRUS RACING","KTM","2:03.985","1","","","18:01.532","8",""
"2","E-98","salome henao torres","13","Antioquia","Femenina B","CLUB GRILLOS RACING","Yamaha","1:47.875","7","2:32.100","2:32.100","20:33.632","8",""
